g1225	67593.Physo131462	0.000122	49.3	COG2801@1|root,KOG0017@2759|Eukaryota,3QBIP@4776|Peronosporales	4776|Peronosporales	L	transposition, RNA-mediated	-	-	-	-	-	-	-	-	-	-	-	-	RVT_1,rve
g17	3218.PP1S161_43V6.1	4e-245	694.0	28K1Y@1|root,2QPU3@2759|Eukaryota,37Q4H@33090|Viridiplantae,3G7CG@35493|Streptophyta	35493|Streptophyta	S	bHLH-MYC and R2R3-MYB transcription factors N-terminal	-	-	-	-	-	-	-	-	-	-	-	-	bHLH-MYC_N
g23	3218.PP1S306_80V6.1	0.0	1143.0	COG1131@1|root,KOG0061@2759|Eukaryota,37JCC@33090|Viridiplantae,3G784@35493|Streptophyta	35493|Streptophyta	Q	ABC transporter G family member	-	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0042623,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	ko:K05681	ko01523,ko02010,ko04976,map01523,map02010,map04976	-	-	-	ko00000,ko00001,ko02000,ko04090,ko04147	3.A.1.204	-	-	ABC2_membrane,ABC_tran
g29	3218.PP1S490_1V6.1	1.56e-180	516.0	28JB9@1|root,2QRQ7@2759|Eukaryota,37IGT@33090|Viridiplantae,3G9M2@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g29	3218.PP1S490_1V6.1	4.18e-149	435.0	28JB9@1|root,2QRQ7@2759|Eukaryota,37IGT@33090|Viridiplantae,3G9M2@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g29	3218.PP1S490_1V6.1	5.25e-126	378.0	28JB9@1|root,2QRQ7@2759|Eukaryota,37IGT@33090|Viridiplantae,3G9M2@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g30	3218.PP1S490_4V6.1	0.0	984.0	2CMQQ@1|root,2QRFU@2759|Eukaryota,37SEE@33090|Viridiplantae,3GXC8@35493|Streptophyta	35493|Streptophyta	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.10.1,2.7.11.1	ko:K13418	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	LRRNT_2,LRR_8,Pkinase
g30	3218.PP1S490_4V6.1	1.73e-48	172.0	2CMQQ@1|root,2QRFU@2759|Eukaryota,37SEE@33090|Viridiplantae,3GXC8@35493|Streptophyta	35493|Streptophyta	T	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	-	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.10.1,2.7.11.1	ko:K13418	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	LRRNT_2,LRR_8,Pkinase
g33	3218.PP1S159_2V6.1	1.39e-208	597.0	KOG1308@1|root,KOG1308@2759|Eukaryota,37KNI@33090|Viridiplantae,3GBMT@35493|Streptophyta	35493|Streptophyta	OT	Protein TIC 40, chloroplastic-like	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006605,GO:0006810,GO:0006886,GO:0006996,GO:0008104,GO:0008150,GO:0009507,GO:0009526,GO:0009528,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009657,GO:0009658,GO:0009706,GO:0009941,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0017038,GO:0019866,GO:0031090,GO:0031897,GO:0031967,GO:0031969,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0033036,GO:0033365,GO:0034357,GO:0034613,GO:0042170,GO:0042651,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0045036,GO:0045037,GO:0045184,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055035,GO:0055085,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0072594,GO:0072596,GO:0072598,GO:0098796	-	-	-	-	-	-	-	-	-	-	-
g36	3218.PP1S91_238V6.1	9.28e-187	531.0	COG0484@1|root,KOG0713@2759|Eukaryota,37IG8@33090|Viridiplantae,3G9SD@35493|Streptophyta	35493|Streptophyta	O	DnaJ homolog subfamily B member	-	GO:0002682,GO:0002684,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005886,GO:0008150,GO:0009605,GO:0009607,GO:0012505,GO:0016020,GO:0031347,GO:0031349,GO:0031974,GO:0032991,GO:0034663,GO:0035821,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044003,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052033,GO:0052166,GO:0052167,GO:0052169,GO:0052173,GO:0052200,GO:0052255,GO:0052257,GO:0052305,GO:0052306,GO:0052308,GO:0052509,GO:0052510,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0070013,GO:0071944,GO:0075136,GO:0080134	-	ko:K09517	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	DnaJ,DnaJ_C
g37	3218.PP1S91_134V6.1	2.23e-181	523.0	COG0494@1|root,KOG4313@2759|Eukaryota,37MQ3@33090|Viridiplantae,3GDAA@35493|Streptophyta	35493|Streptophyta	F	Nudix hydrolase 20	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044715	-	-	-	-	-	-	-	-	-	-	DUF4743,NUDIX
g37	3218.PP1S91_134V6.1	1.23e-185	523.0	COG0494@1|root,KOG4313@2759|Eukaryota,37MQ3@33090|Viridiplantae,3GDAA@35493|Streptophyta	35493|Streptophyta	F	Nudix hydrolase 20	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044715	-	-	-	-	-	-	-	-	-	-	DUF4743,NUDIX
g66	3218.PP1S43_88V6.1	0.0	1189.0	COG2986@1|root,KOG0222@2759|Eukaryota,37M4G@33090|Viridiplantae,3G9T5@35493|Streptophyta	35493|Streptophyta	Q	Phenylalanine ammonialyase	-	GO:0001101,GO:0003674,GO:0003824,GO:0006464,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009636,GO:0009698,GO:0009699,GO:0009719,GO:0009725,GO:0009739,GO:0009987,GO:0010033,GO:0010243,GO:0014070,GO:0016598,GO:0016829,GO:0016840,GO:0016841,GO:0019438,GO:0019538,GO:0019748,GO:0019941,GO:0030163,GO:0033993,GO:0036211,GO:0042221,GO:0042493,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044550,GO:0045548,GO:0046677,GO:0046898,GO:0050896,GO:0051603,GO:0060992,GO:0071704,GO:0097305,GO:1901360,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901654,GO:1901698,GO:1901700	4.3.1.24,4.3.1.25	ko:K10775,ko:K13064	ko00360,ko00940,ko01100,ko01110,map00360,map00940,map01100,map01110	M00039,M00137,M00350	R00697,R00737	RC00361	ko00000,ko00001,ko00002,ko01000	-	-	-	Lyase_aromatic
g69	3218.PP1S660_1V6.1	4.37e-84	254.0	KOG3378@1|root,KOG3378@2759|Eukaryota,37U7M@33090|Viridiplantae,3GI1C@35493|Streptophyta	35493|Streptophyta	C	Belongs to the globin family	-	GO:0001666,GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005911,GO:0006950,GO:0008144,GO:0008150,GO:0009506,GO:0009628,GO:0016020,GO:0019825,GO:0030054,GO:0030312,GO:0036094,GO:0036293,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0055044,GO:0070482,GO:0071944	-	ko:K21894	-	-	-	-	ko00000,ko02000	1.A.107.1.5	-	-	Globin
